"contents href","inset-y-0 src","w-full src","absolute","line-clamp-2","mr-0 src","font-medium","truncate","truncate 3"
"https://shopee.vn/Keo-d%C3%A1n-gi%C3%A0y-d%C3%A9p-trong-su%E1%BB%91t-si%C3%AAu-d%C3%ADnh-keo-d%C3%A1n-gi%C3%A0y-th%E1%BB%83-thao-d%C3%B9ng-nhi%E1%BB%87t-kh%C3%B4ng-h%C6%B0-t%E1%BB%95n-da-XIMO-KDG06-i.137714290.13746907756?extraParams=%7B%22display_model_id%22%3A176274745816%2C%22model_selection_logic%22%3A3%7D","https://down-vn.img.susercontent.com/file/vn-11134207-820l4-mh1g6ljhipse11_tn.webp","https://down-vn.img.susercontent.com/file/vn-11134258-820l4-mjs43i801g5c06","-20%","Keo dán giày dép trong suốt siêu dính, keo dán giày thể thao dùng nhiệt không hư tổn da XIMO KDG06","https://down-vn.img.susercontent.com/file/vn-11134258-7r98o-lyb3l2w2maml9a","32.000","Đã bán 60k+","Giảm 7k₫"
"https://shopee.vn/-%E2%9D%8CGI%C3%81-S%E1%BB%88%E2%9D%8C-D%C3%89P-NH%E1%BB%B0A-D%E1%BA%BAO-NGUY%C3%8AN-KH%E1%BB%90I-%C4%90I-TRONG-NH%C3%80-SI%C3%8AU-B%E1%BB%80N-2067-i.265418187.6158316169?extraParams=%7B%22display_model_id%22%3A103238581767%2C%22model_selection_logic%22%3A3%7D","https://down-vn.img.susercontent.com/file/516989fb3d29affe520d4393fa0c541f_tn.webp","https://down-vn.img.susercontent.com/file/vn-11134258-820l4-mjs4e4msq1vr2a","-24%","[❌GIÁ SỈ❌] DÉP NHỰA DẺO NGUYÊN KHỐI ĐI TRONG NHÀ SIÊU BỀN 2067","https://down-vn.img.susercontent.com/file/vn-11134258-7r98o-lyb3m8mjjmape6","26.488","Đã bán 600k+",""
"https://shopee.vn/D%C3%A2y-Gi%C3%A0y-Th%E1%BB%83-Thao-Sneaker-D%E1%BA%B9p-Nam-N%E1%BB%AF-Ch%C3%ADnh-H%C3%A3ng-C%E1%BB%95-Th%E1%BA%A5p-v%C3%A0-C%E1%BB%95-Cao-MINSU-M0501-Ch%E1%BA%A5t-L%C6%B0%E1%BB%A3ng-Cao-120-160cm-Shoelace-Jordan-i.198790471.4374832525?extraParams=%7B%22display_model_id%22%3A23887821848%2C%22model_selection_logic%22%3A3%7D","https://down-vn.img.susercontent.com/file/vn-11134207-7r98o-lx9auxh9kxcp8c_tn.webp","https://down-vn.img.susercontent.com/file/vn-11134258-820l4-mjs43i801g5c06","-50%","Dây Giày Thể Thao Sneaker Dẹp Nam Nữ Chính Hãng Cổ Thấp và Cổ Cao MINSU M0501 Chất Lượng Cao 120 & 160cm Shoelace Jordan","https://down-vn.img.susercontent.com/file/vn-11134258-7r98o-lyb3kdam2qw17d","15.000","Đã bán 100k+",""
"https://shopee.vn/D%C3%A9p-Vip-c%C3%B3-l%E1%BB%97-%C4%91i-trong-nh%C3%A0-t%E1%BA%AFm-ch%E1%BB%91ng-tr%C6%A1n-tr%C6%B0%E1%BB%A3t-m%E1%BB%81m-m%E1%BA%A1i-si%C3%AAu-%C4%91%E1%BA%B9p-N3-i.1145910331.25221026882?extraParams=%7B%22display_model_id%22%3A29781893141%2C%22model_selection_logic%22%3A3%7D","https://down-vn.img.susercontent.com/file/vn-11134207-7r98o-ltchydmo7q8p00_tn.webp","https://down-vn.img.susercontent.com/file/vn-11134258-820l4-mjs43i801g5c06","-27%","Dép Vip có lỗ đi trong nhà tắm chống trơn trượt mềm mại siêu đẹp N3","https://down-vn.img.susercontent.com/file/vn-11134258-7r98o-lyb3m8mjjmape6","22.000","Đã bán 50k+",""
"https://shopee.vn/1-Keo-D%C3%A1n-Gi%C3%A0y-M%E1%BA%A1nh-%C4%90a-N%C4%83ng-Keo-Ch%E1%BB%91ng-Th%E1%BA%A5m-N%C6%B0%E1%BB%9Bc-%C4%90%E1%BB%83-S%E1%BB%ADa-Gi%C3%A0y-Nhanh-i.196261835.22686708237?extraParams=%7B%22display_model_id%22%3A255036120716%2C%22model_selection_logic%22%3A3%7D","https://down-vn.img.susercontent.com/file/sg-11134301-824gs-mdvoxrbcepdt01_tn.webp","https://down-vn.img.susercontent.com/file/vn-11134258-820l4-mjs4e4msq1vr2a","-54%","1 Keo Dán Giày Mạnh Đa Năng - Keo Chống Thấm Nước Để Sửa Giày Nhanh","https://down-vn.img.susercontent.com/file/vn-11134258-820l4-mfjl4hy7rsi3b3","38.016","Đã bán 200k+",""
"https://shopee.vn/L%C3%B3t-gi%C3%A0y-kh%E1%BB%AD-m%C3%B9i-s%E1%BB%A3i-tre-th%C6%A1m-t%E1%BB%B1-nhi%C3%AAn-kh%E1%BB%AD-m%C3%B9i-h%C3%B4i-hi%E1%BB%87u-qu%E1%BA%A3-i.99775928.15912754773?extraParams=%7B%22display_model_id%22%3A145537968887%2C%22model_selection_logic%22%3A3%7D","https://down-vn.img.susercontent.com/file/vn-11134207-7qukw-lhkpxqytcsqt9b_tn.webp","https://down-vn.img.susercontent.com/file/vn-11134258-820l4-mjs43i801g5c06","","Lót giày khử mùi sợi tre, thơm tự nhiên khử mùi hôi hiệu quả","https://down-vn.img.susercontent.com/file/vn-11134258-7r98o-lyb3m8mjjmape6","10.000","Đã bán 90k+",""
"https://shopee.vn/(COMBO)-D%C3%A9p-%C4%91i-trong-nh%C3%A0-v%C4%83n-ph%C3%B2ng-kh%C3%A1ch-s%E1%BA%A1n-D%C3%A9p-s%E1%BB%8Dc-quai-ngang-si%C3%AAu-nh%E1%BA%B9-%C3%AAmch%C3%A2n(BBVTD014)-i.1086030718.24508643819?extraParams=%7B%22display_model_id%22%3A98887421494%2C%22model_selection_logic%22%3A3%7D","https://down-vn.img.susercontent.com/file/vn-11134207-7ras8-mcl02deizp0cfc_tn.webp","https://down-vn.img.susercontent.com/file/vn-11134258-820l4-mjs43i801g5c06","-46%","(COMBO) Dép đi trong nhà, văn phòng, khách sạn, Dép sọc quai ngang siêu nhẹ êmchân(BBVTD014)","https://down-vn.img.susercontent.com/file/vn-11134258-7r98o-lyb3m8mjjmape6","18.900","Đã bán 60k+",""
"https://shopee.vn/B%C3%ACnh-X%E1%BB%8Bt-Kh%E1%BB%AD-M%C3%B9i-Gi%C3%A0y-C%C3%B4ng-Ngh%E1%BB%87-B%E1%BA%A1c-AG-Dung-T%C3%ADch-260ml-Kh%E1%BB%AD-M%C3%B9i-24h-Chai-X%E1%BB%8Bt-Kh%E1%BB%AD-M%C3%B9i-Gi%C3%A0y-T%E1%BB%8Fa-H%C6%B0%C6%A1ng-Th%C6%A1m-Ch%E1%BB%91ng-H%C3%B4i-Ch%C3%A2n-i.610120033.19577692877?extraParams=%7B%22display_model_id%22%3A410291125167%2C%22model_selection_logic%22%3A3%7D","https://down-vn.img.susercontent.com/file/vn-11134211-7qukw-lh5sj77kt5gz44_tn.webp","https://down-vn.img.susercontent.com/file/vn-11134258-820l4-mjs4bplg1ouf81","-50%","Bình Xịt Khử Mùi Giày Công Nghệ Bạc AG+ Dung Tích 260ml Khử Mùi 24h, Chai Xịt Khử Mùi Giày Tỏa Hương Thơm Chống Hôi Chân","https://down-vn.img.susercontent.com/file/vn-11134258-7r98o-lyb3m8mjjmape6","10.000","Đã bán 100k+",""
"https://shopee.vn/%E2%9D%8CSI%C3%8AU-R%E1%BA%BA%E2%9D%8C-D%C3%A9p-%C4%90i-Trong-Nh%C3%A0-T%E1%BA%AFm-V%C4%83n-Ph%C3%B2ng-X%E1%BB%91p-L%E1%BB%97-Si%C3%AAu-B%E1%BB%81n-Si%C3%AAu-Nh%E1%BA%B9-Ch%E1%BB%91ng-Tr%C6%A1n-Tr%C6%B0%E1%BB%A3t-Nhi%E1%BB%81u-M%C3%A0u-1899-H%C3%A0ng-Lo%E1%BA%A1i-1-i.265418187.7758316165?extraParams=%7B%22display_model_id%22%3A222286281012%2C%22model_selection_logic%22%3A3%7D","https://down-vn.img.susercontent.com/file/vn-11134201-7qukw-leuv83jb81nb02_tn.webp","https://down-vn.img.susercontent.com/file/vn-11134258-820l4-mjs4e4msq1vr2a","-41%","❌SIÊU RẺ❌ Dép Đi Trong Nhà Tắm Văn Phòng Xốp Lỗ Siêu Bền, Siêu Nhẹ Chống Trơn Trượt Nhiều Màu 1899 Hàng Loại 1","https://down-vn.img.susercontent.com/file/vn-11134258-7r98o-lyb3m8mjjmape6","10.699","Đã bán 100k+",""
"https://shopee.vn/Keo-d%C3%A1n-gi%C3%A0y-th%E1%BB%83-thao-si%C3%AAu-d%C3%ADnh-d%C3%B9ng-nhi%E1%BB%87t-trong-su%E1%BB%91t-kh%C3%B4ng-t%E1%BB%95n-th%C6%B0%C6%A1ng-da-XIMO-KDG06-i.99764658.9952448404?extraParams=%7B%22display_model_id%22%3A88707404758%2C%22model_selection_logic%22%3A3%7D","https://down-vn.img.susercontent.com/file/vn-11134207-820l4-mitpz6al1rszf8_tn.webp","https://down-vn.img.susercontent.com/file/vn-11134258-820l4-mjs43i801g5c06","-20%","Keo dán giày thể thao siêu dính dùng nhiệt trong suốt không tổn thương da XIMO KDG06","https://down-vn.img.susercontent.com/file/vn-11134258-7r98o-lyb3l2w2maml9a","32.000","Đã bán 300k+","Giảm 7k₫"
"https://shopee.vn/Chai-v%E1%BB%87-sinh-Tr%E1%BA%AFng-Gi%C3%A0y-D%C3%A9p-Plac-Dung-D%E1%BB%8Bch-x%E1%BB%8Bt-l%C3%A0m-tr%E1%BA%AFng-th%E1%BA%A7n-t%E1%BB%91c-dung-t%C3%ADch-75ml-ti%E1%BB%87n-d%E1%BB%A5ng-i.799128953.17876684310?extraParams=%7B%22display_model_id%22%3A270957963434%2C%22model_selection_logic%22%3A3%7D","https://down-vn.img.susercontent.com/file/vn-11134207-22120-rwnaqeks7nlv7c_tn.webp","","-8%","Chai vệ sinh Trắng Giày Dép Plac - Dung Dịch xịt làm trắng thần tốc dung tích 75ml tiện dụng","https://down-vn.img.susercontent.com/file/vn-11134258-7r98o-lyb3m8mjjmape6","16.500","Đã bán 40k+",""
"https://shopee.vn/L%C3%B3t-Gi%C3%A0y-Th%E1%BB%83-Thao-Cao-Su-Non-Nam-N%E1%BB%AF-Cao-C%E1%BA%A5p-Ch%C3%ADnh-H%C3%A3ng-MINSU-M2355-Kh%E1%BB%AD-M%C3%B9i-Tho%C3%A1ng-Kh%C3%AD-Ng%C4%83n-Vi-Khu%E1%BA%A9n-i.198790471.19463144740?extraParams=%7B%22display_model_id%22%3A29268290944%2C%22model_selection_logic%22%3A3%7D","https://down-vn.img.susercontent.com/file/vn-11134207-7r98o-lx9auxh9jis958_tn.webp","https://down-vn.img.susercontent.com/file/vn-11134258-820l4-mjs43i801g5c06","-50%","Lót Giày Thể Thao Cao Su Non Nam Nữ Cao Cấp Chính Hãng MINSU M2355, Khử Mùi, Thoáng Khí, Ngăn Vi Khuẩn","https://down-vn.img.susercontent.com/file/vn-11134258-7r98o-lyb3kdam2qw17d","39.000","Đã bán 60k+",""
"https://shopee.vn/Combo-5-%C4%91%C3%B4i-L%C3%B3t-Gi%C3%A0y-H%C6%B0%C6%A1ng-Qu%E1%BA%BF-Kh%E1%BB%AD-M%C3%B9i-Hi%E1%BB%87u-Qu%E1%BA%A3-%E2%80%93-Si%C3%AAu-%C3%8Am-%C3%81i-%C4%90%E1%BB%A7-SIZE-Nam-N%E1%BB%AF-%E2%80%93-Puno-Official-Store-i.328988835.9001483843?extraParams=%7B%22display_model_id%22%3A157908052711%2C%22model_selection_logic%22%3A3%7D","https://down-vn.img.susercontent.com/file/vn-11134207-7ra0g-m6skrci8e0td8a_tn.webp","https://down-vn.img.susercontent.com/file/vn-11134258-820l4-mjs43i801g5c06","","Combo 5 đôi Lót Giày Hương Quế Khử Mùi Hiệu Quả – Siêu Êm Ái, Đủ SIZE Nam Nữ – Puno Official Store","","30.000","Đã bán 200k+",""
"https://shopee.vn/d%C3%A9p-(-chao)nam-n%E1%BB%AF-k%E1%BA%BB-t%C4%83m-%C4%91i-trong-nh%C3%A0-%C3%AAm-ch%C3%A2n-ch%E1%BB%91ng-tr%C6%A1n-tr%C6%B0%E1%BB%A3t-i.862082105.25570651869?extraParams=%7B%22display_model_id%22%3A232746992816%2C%22model_selection_logic%22%3A3%7D","https://down-vn.img.susercontent.com/file/vn-11134207-7ras8-m3vfdz2zbnw587_tn.webp","https://down-vn.img.susercontent.com/file/vn-11134258-820l4-mjs43i801g5c06","-16%","dép ( chao)nam nữ kẻ tăm đi trong nhà êm chân chống trơn trượt","https://down-vn.img.susercontent.com/file/vn-11134258-7r98o-lyb3m8mjjmape6","23.504","Đã bán 100k+",""
"https://shopee.vn/De%CC%81p-%C4%91i-trong-nha%CC%80-d%C3%A9p-nh%E1%BB%B1a-VIP-%C4%91i-trong-nh%C3%A0-v%C4%83n-ph%C3%B2ng-nh%C3%A0-t%E1%BA%AFm-tr%E1%BB%91ng-tr%C6%A1n-tr%C6%B0%E1%BB%A3t-i.373956695.22271366229?extraParams=%7B%22display_model_id%22%3A184376015362%2C%22model_selection_logic%22%3A3%7D","https://down-vn.img.susercontent.com/file/vn-11134201-7qukw-li6w2oa9nt1u88_tn.webp","https://down-vn.img.susercontent.com/file/vn-11134258-820l4-mjs43i801g5c06","-28%","Dép đi trong nhà - dép nhựa VIP đi trong nhà văn phòng nhà tắm trống trơn trượt","","21.560","Đã bán 100k+",""
"https://shopee.vn/B%C3%ACnh-x%E1%BB%8Bt-kh%E1%BB%AD-m%C3%B9i-h%C3%B4i-gi%C3%A0y-d%C3%A9p-nano-b%E1%BA%A1c-Shoes-2h-l%E1%BB%8D-260ml-chuy%C3%AAn-d%C3%B9ng-l%C3%A0m-th%C6%A1m-t%E1%BB%A7-d%E1%BA%A7y-qu%E1%BA%A7n-%C3%A1o-t%E1%BA%A5t-i.917554088.20673241493?extraParams=%7B%22display_model_id%22%3A220944385986%2C%22model_selection_logic%22%3A3%7D","https://down-vn.img.susercontent.com/file/vn-11134207-7qukw-lkajciadvbmk96_tn.webp","https://down-vn.img.susercontent.com/file/vn-11134258-820l4-mjs43i801g5c06","-44%","Bình xịt khử mùi hôi giày dép nano bạc Shoes 2h lọ 260ml, chuyên dùng làm thơm tủ dầy, quần áo, tất","https://down-vn.img.susercontent.com/file/vn-11134258-7r98o-lyb3kdam2qw17d","29.000","Đã bán 100k+","Giảm 1k₫"
"https://shopee.vn/D%C3%A9p-x%E1%BB%91p-(-CHAO)%C4%91i-trong-nh%C3%A0-v%C4%83n-ph%C3%B2ng-tr%E1%BB%91ng-tr%C6%A1n-tr%C6%B0%E1%BB%A3t-..-i.320751794.24216071119?extraParams=%7B%22display_model_id%22%3A300955209149%2C%22model_selection_logic%22%3A3%7D","https://down-vn.img.susercontent.com/file/vn-11134207-820l4-mhuhad4ra1acb5_tn.webp","https://down-vn.img.susercontent.com/file/vn-11134258-820l4-mjs43i801g5c06","-31%","Dép xốp ( CHAO)đi trong nhà , văn phòng ,trống trơn trượt ..","https://down-vn.img.susercontent.com/file/vn-11134258-7r98o-lyb3l2w2maml9a","24.297","Đã bán 40k+",""
"https://shopee.vn/D%C3%A9p-%C4%90i-Trong-Nh%C3%A0-T%E1%BA%AFm-V%C4%83n-Ph%C3%B2ng-X%E1%BB%91p-L%E1%BB%97-Si%C3%AAu-Nh%E1%BA%B9-B%E1%BB%81n-Ch%E1%BB%91ng-Tr%C6%A1n-Tr%C6%B0%E1%BB%A3t-%C4%90%E1%BB%A7-M%C3%A0u-S%E1%BA%AFc-i.1151802918.25257953498?extraParams=%7B%22display_model_id%22%3A236900693712%2C%22model_selection_logic%22%3A3%7D","https://down-vn.img.susercontent.com/file/vn-11134207-7ras8-m1jkj6d8lsnn46_tn.webp","https://down-vn.img.susercontent.com/file/vn-11134258-820l4-mjs43i801g5c06","-16%","Dép Đi Trong Nhà Tắm, Văn Phòng Xốp Lỗ Siêu Nhẹ, Bền - Chống Trơn Trượt, Đủ Màu Sắc","https://down-vn.img.susercontent.com/file/vn-11134258-7r98o-lyb3m8mjjmape6","22.999","Đã bán 40k+",""
"https://shopee.vn/D%C3%A9p-Nam-N%E1%BB%AF-m%C3%A3-1185-Quai-Ngang-D%C3%A9p-%C4%90%C3%BAc-Si%C3%AAu-B%E1%BB%81n-Nh%E1%BB%B1a-D%E1%BA%BBo-%C3%8Am-Ch%C3%A2n-%C4%90%E1%BA%BF-Ch%E1%BB%91ng-Tr%C6%B0%E1%BB%A3t-i.1079637345.28700915412?extraParams=%7B%22display_model_id%22%3A195125529040%2C%22model_selection_logic%22%3A3%7D","https://down-vn.img.susercontent.com/file/vn-11134207-820l4-metf1xqrfkec87_tn.webp","https://down-vn.img.susercontent.com/file/vn-11134258-820l4-mjs43i801g5c06","-19%","Dép Nam Nữ mã 1185 Quai Ngang Dép Đúc Siêu Bền Nhựa Dẻo Êm Chân Đế Chống Trượt","","25.960","Đã bán 40k+",""
"https://shopee.vn/D%C3%A9p-%C4%91i-trong-nh%C3%A0-ph%C3%B2ng-t%E1%BA%AFm-v%C4%83n-ph%C3%B2ng-%C4%91%E1%BA%BF-d%C3%A0y-ch%E1%BB%91ng-tr%C6%B0%E1%BB%A3t-ch%E1%BB%91ng-th%E1%BA%A5m-n%C6%B0%E1%BB%9Bc-kh%E1%BB%AD-m%C3%B9i-d%C3%A9p-nam-n%E1%BB%AF-Unisex-i.94784151.26155447612?extraParams=%7B%22display_model_id%22%3A195244367276%2C%22model_selection_logic%22%3A3%7D","https://down-vn.img.susercontent.com/file/vn-11134207-7r98o-lxt6ztci20uxe4_tn.webp","https://down-vn.img.susercontent.com/file/vn-11134258-820l4-mjs43i801g5c06","-13%","Dép đi trong nhà phòng tắm văn phòng đế dày chống trượt chống thấm nước khử mùi dép nam nữ Unisex","https://down-vn.img.susercontent.com/file/vn-11134258-7r98o-lyb3m8mjjmape6","22.539","Đã bán 100k+",""
