"contents href","inset-y-0 src","w-full src","absolute","line-clamp-2","mr-0 src","truncate 2","font-medium","truncate 3"
"https://shopee.vn/Chu%E1%BB%99t-kh%C3%B4ng-d%C3%A2y-gaming-Prami-Chu%E1%BB%99t-v%C4%83n-ph%C3%B2ng-kh%C3%B4ng-d%C3%A2y-k%E1%BA%BFt-n%E1%BB%91i-bluetooth-i.91052684.22962019198?extraParams=%7B%22display_model_id%22%3A147131836113%2C%22model_selection_logic%22%3A3%7D","https://down-vn.img.susercontent.com/file/vn-11134207-7r98o-lplqqmv952un8c_tn.webp","https://down-vn.img.susercontent.com/file/vn-11134258-820l4-mjs4bplg1ouf81","-47%","Chuột không dây gaming - Prami - Chuột văn phòng không dây / kết nối bluetooth","https://down-vn.img.susercontent.com/file/vn-11134258-7r98o-lyb3kdam2qw17d","","94.870","Đã bán 747"
"https://shopee.vn/Tai-Nghe-Bluetooth-Kh%C3%B4ng-D%C3%A2y-Ultrapods-Pro-Ch%E1%BA%A1m-C%E1%BA%A3m-%E1%BB%A8ng-V%E1%BB%8F-Trong-Su%E1%BB%91t-%C3%82m-Thanh-Hifi-C%C3%B3-Mic-%C4%90%C3%A0m-Tho%E1%BA%A1i-HOT-i.1310587254.27312244401?extraParams=%7B%22display_model_id%22%3A205706678909%2C%22model_selection_logic%22%3A3%7D","https://down-vn.img.susercontent.com/file/vn-11134201-7ras8-m0jzx7t5hp0tad_tn.webp","https://down-vn.img.susercontent.com/file/vn-11134258-820l4-mjs4bplg1ouf81","-29%","Tai Nghe Bluetooth Không Dây Ultrapods Pro Chạm Cảm Ứng Vỏ Trong Suốt Âm Thanh Hifi Có Mic Đàm Thoại HOT","https://down-vn.img.susercontent.com/file/vn-11134258-7r98o-lyb3m8mjjmape6","Giảm 3k₫","98.000","Đã bán 100k+"
"https://shopee.vn/-K%C3%ADch-S%C3%B3ng-M%E1%BA%A1nh-B%E1%BB%99-M%E1%BB%9F-R%E1%BB%99ng-S%C3%B3ng-Wifi-TP-Link-TL-WA850RE-T%E1%BB%91c-%C4%90%E1%BB%99-300Mbps-Chu%E1%BA%A9n-N-Xuy%C3%AAn-T%C6%B0%E1%BB%9Dng-D%C3%B9ng-%C4%90%C6%B0%E1%BB%A3c-Nhi%E1%BB%81u-Thi%E1%BA%BFt-B%E1%BB%8B-i.24625047.297018578?extraParams=%7B%22display_model_id%22%3A60650852200%2C%22model_selection_logic%22%3A3%7D","https://down-vn.img.susercontent.com/file/vn-11134207-7ras8-m1ez05gltu8o25_tn.webp","https://down-vn.img.susercontent.com/file/vn-11134258-820l4-mjs4bplg1ouf81","-40%","[Kích Sóng Mạnh] Bộ Mở Rộng Sóng Wifi TP-Link TL-WA850RE Tốc Độ 300Mbps - Chuẩn N, Xuyên Tường, Dùng Được Nhiều Thiết Bị","https://down-vn.img.susercontent.com/file/vn-11134258-7r98o-lyb3kdam2qw17d","","239.000","Đã bán 30k+"
"https://shopee.vn/Chu%E1%BB%99t-game-kh%C3%B4ng-d%C3%A2y-Logitech-G304-T%C3%B9y-Ch%E1%BB%89nh-RGB-6-N%C3%BAt-L%E1%BA%ADp-Tr%C3%ACnh-Nh%E1%BA%B9-Si%C3%AAu-B%E1%BB%81n-i.1143929123.25911340713?extraParams=%7B%22display_model_id%22%3A310192891505%2C%22model_selection_logic%22%3A3%7D","https://down-vn.img.susercontent.com/file/vn-11134207-820l4-mheagwd6gr9l90_tn.webp","https://down-vn.img.susercontent.com/file/vn-11134258-820l4-mjs4bplg1ouf81","-50%","Chuột game không dây Logitech G304 - Tùy Chỉnh RGB, 6 Nút Lập Trình, Nhẹ, Siêu Bền","https://down-vn.img.susercontent.com/file/vn-11134258-7r98o-lyb3m8mjjmape6","","114.000","Đã bán 4k+"
"https://shopee.vn/Tai-nghe-ch%E1%BB%A5p-tai-m%C3%A1y-t%C3%ADnh-GAMING-G75-c%C3%B3-%C4%91%C3%A8n-LED-c%C3%B3-mic-%C4%91%C3%A0m-tho%E1%BA%A1i-headphone-ch%C6%A1i-game-laptop-PC-i.1360907408.29011859305?extraParams=%7B%22display_model_id%22%3A276913070469%2C%22model_selection_logic%22%3A3%7D","https://down-vn.img.susercontent.com/file/vn-11134207-820l4-mjzei0rttg5c68_tn.webp","https://down-vn.img.susercontent.com/file/vn-11134258-820l4-mjs4bplg1ouf81","-24%","Tai nghe chụp tai máy tính GAMING G75 có đèn LED, có mic đàm thoại, headphone chơi game laptop, PC","https://down-vn.img.susercontent.com/file/vn-11134258-7r98o-lyb3m8mjjmape6","7% Giảm","251.000","Đã bán 10k+"
"https://shopee.vn/Switch-Kang-White-V3-KTT-Kang-White-V3-Linear-50g-c%C3%B4ng-t%E1%BA%AFc-b%C3%A0n-ph%C3%ADm-Switch-KTT-KangWhite-V3-DoDo-Gear-i.665488736.20476919300?extraParams=%7B%22display_model_id%22%3A127657264505%2C%22model_selection_logic%22%3A3%7D","https://down-vn.img.susercontent.com/file/vn-11134207-7r98o-lqc8hdhr2wnmf3_tn.webp","https://down-vn.img.susercontent.com/file/vn-11134258-820l4-mjs4bplg1ouf81","-1%","Switch Kang White V3 - KTT Kang White V3 Linear 50g công tắc bàn phím Switch KTT KangWhite V3 DoDo Gear","https://down-vn.img.susercontent.com/file/vn-11134258-7r98o-lyb3l2w2maml9a","","2.799","Đã bán 100k+"
"https://shopee.vn/Chu%E1%BB%99t-M%C3%A1y-T%C3%ADnh-Logitech-G102-Lightsync-game-c%C3%B3-d%C3%A2y-c%E1%BA%A5u-h%C3%ACnh-thi%E1%BA%BFt-l%E1%BA%ADp-RGB-6-n%C3%BAt-l%E1%BA%ADp-tr%C3%ACnh-HOT-i.1310587254.26510671566?extraParams=%7B%22display_model_id%22%3A252427501426%2C%22model_selection_logic%22%3A3%7D","https://down-vn.img.susercontent.com/file/vn-11134207-7ra0g-m6hyr7mbgn1d74_tn.webp","https://down-vn.img.susercontent.com/file/vn-11134258-820l4-mjs4bplg1ouf81","-36%","Chuột Máy Tính Logitech G102 Lightsync game có dây  - cấu hình thiết lập RGB, 6 nút lập trình HOT","https://down-vn.img.susercontent.com/file/vn-11134258-7r98o-lyb3m8mjjmape6","Giảm 5k₫","108.000","Đã bán 30k+"
"https://shopee.vn/%C4%90%E1%BA%BF-T%E1%BA%A3n-Nhi%E1%BB%87t-Laptop-N99-COOLING-PAD-cho-laptop-t%E1%BB%AB-17-inch-tr%E1%BB%9F-xu%E1%BB%91ng-Lo%E1%BA%A1i-Cao-C%E1%BA%A5p-1-Fan-2-Fan-%C4%90%E1%BA%BF-N%C3%A2ng-45-%C4%90%E1%BB%99-HOT-HOT-i.537731483.26607984509?extraParams=%7B%22display_model_id%22%3A39823055390%2C%22model_selection_logic%22%3A3%7D","https://down-vn.img.susercontent.com/file/vn-11134207-7ras8-m0l29i9nk8lr74_tn.webp","https://down-vn.img.susercontent.com/file/vn-11134258-820l4-mjs4bplg1ouf81","-20%","Đế Tản Nhiệt Laptop N99 COOLING PAD cho laptop từ 17 inch trở xuống- Loại Cao Cấp, 1 Fan/ 2 Fan , Đế Nâng 45 Độ HOT HOT","https://down-vn.img.susercontent.com/file/vn-11134258-7r98o-lyb3m8mjjmape6","Giảm 10k₫","208.000","Đã bán 400k+"
"https://shopee.vn/Outemu-Silent-Switch-b%C3%A1n-l%E1%BA%BB-c%C3%B4ng-t%E1%BA%AFc-ph%C3%ADm-c%C6%A1-im-l%E1%BA%B7ng-gi%C3%A1-r%E1%BA%BB-3-pin-5-pin-c%C3%B3-lube-s%E1%BA%B5n-i.629426402.20021324682?extraParams=%7B%22display_model_id%22%3A262290163951%2C%22model_selection_logic%22%3A3%7D","https://down-vn.img.susercontent.com/file/vn-11134207-7r98o-lnax7bl63am214_tn.webp","https://down-vn.img.susercontent.com/file/vn-11134258-820l4-mjs4bplg1ouf81","-9%","Outemu Silent Switch bán lẻ công tắc phím cơ im lặng giá rẻ 3 pin 5 pin có lube sẵn","https://down-vn.img.susercontent.com/file/vn-11134258-7r98o-lyb3m8mjjmape6","","19.999","Đã bán 90k+"
"https://shopee.vn/Chu%E1%BB%99t-Ch%C6%A1i-Game-G304-Kh%C3%B4ng-D%C3%A2y-Lightspeed-Gaming-Gi%C3%A1-R%E1%BA%BB-Si%C3%AAu-M%C6%B0%E1%BB%A3t-Si%C3%AAu-Nh%E1%BA%B9-i.1369097559.27612628649?extraParams=%7B%22display_model_id%22%3A425361582403%2C%22model_selection_logic%22%3A3%7D","https://down-vn.img.susercontent.com/file/vn-11134207-820l4-mi15puwuregy84_tn.webp","","-50%","Chuột Chơi Game G304 Không Dây, Lightspeed,Gaming Giá Rẻ Siêu Mượt, Siêu Nhẹ","","Giảm 3k₫","119.000","Đã bán 40k+"
"https://shopee.vn/Tai-Nghe-Bluetooth-M10-Phi%C3%AAn-B%E1%BA%A3n-N%C3%A2ng-C%E1%BA%A5p-Pin-Tr%C3%A2u-N%C3%BAt-C%E1%BA%A3m-%E1%BB%A8ng-M%C3%A0n-H%C3%ACnh-Led-Gaming-PKHN-i.956162783.24777709417?extraParams=%7B%22display_model_id%22%3A237238634373%2C%22model_selection_logic%22%3A3%7D","https://down-vn.img.susercontent.com/file/vn-11134207-7r98o-lzskeaty2p1pb6_tn.webp","https://down-vn.img.susercontent.com/file/vn-11134258-820l4-mjs4bplg1ouf81","-47%","Tai Nghe Bluetooth M10 Phiên Bản Nâng Cấp Pin Trâu, Nút Cảm Ứng, Màn Hình Led Gaming-PKHN","https://down-vn.img.susercontent.com/file/vn-11134258-7r98o-lyb3m8mjjmape6","Giảm 5k₫","89.000","Đã bán 104"
"https://shopee.vn/Switch-Wuque-Studio-WS-Switch-WS-Red-Yellow-Brown-Quartz-Tactile-Silent-c%C3%B4ng-t%E1%BA%AFc-b%C3%A0n-ph%C3%ADm-Wuque-WS-Switch-DoDo-Gear-i.665488736.21391625693?extraParams=%7B%22display_model_id%22%3A118153220951%2C%22model_selection_logic%22%3A3%7D","https://down-vn.img.susercontent.com/file/vn-11134207-7r98o-lqd5tixex9le00_tn.webp","https://down-vn.img.susercontent.com/file/vn-11134258-820l4-mjs4bplg1ouf81","-17%","Switch Wuque Studio WS Switch WS Red Yellow Brown Quartz Tactile Silent công tắc bàn phím Wuque WS Switch DoDo Gear","https://down-vn.img.susercontent.com/file/vn-11134258-7r98o-lyb3l2w2maml9a","","7.499","Đã bán 30k+"
"https://shopee.vn/Switch-Duhuk-Bitter-Tea-V2-Purple-Tea-5-PIN-Tactile-c%C3%B4ng-t%E1%BA%AFc-b%C3%A0n-ph%C3%ADm-Switch-Duhuk-Bitter-Tea-V2-5-pin-DoDo-Gear-i.665488736.19892180337?extraParams=%7B%22display_model_id%22%3A194525230737%2C%22model_selection_logic%22%3A3%7D","https://down-vn.img.susercontent.com/file/vn-11134207-7r98o-lzf6bt5h4zohcc_tn.webp","https://down-vn.img.susercontent.com/file/vn-11134258-820l4-mjs4bplg1ouf81","-26%","Switch Duhuk Bitter Tea V2 Purple Tea 5 PIN Tactile công tắc bàn phím Switch Duhuk Bitter Tea V2 5 pin DoDo Gear","https://down-vn.img.susercontent.com/file/vn-11134258-7r98o-lyb3l2w2maml9a","","4.999","Đã bán 20k+"
"https://shopee.vn/Chu%E1%BB%99t-kh%C3%B4ng-d%C3%A2y-TZ-28-v%E1%BB%9Bi-2-ch%E1%BA%BF-%C4%91%E1%BB%99-k%E1%BA%BFt-n%E1%BB%91i-Bluetooth-v%C3%A0-USB-2.4Ghz-nh%E1%BB%8F-g%E1%BB%8Dn-thu%E1%BA%ADn-c%E1%BA%A3-2-tay-ph%C3%B9-h%E1%BB%A3p-PC-Laptop-PHUC-DAI-i.740822311.22989942489?extraParams=%7B%22display_model_id%22%3A168354854764%2C%22model_selection_logic%22%3A3%7D","https://down-vn.img.susercontent.com/file/vn-11134207-7r98o-luq7gysmmm8i4f_tn.webp","https://down-vn.img.susercontent.com/file/vn-11134258-820l4-mjs4bplg1ouf81","-34%","Chuột không dây TZ-28 với 2 chế độ kết nối Bluetooth và USB 2.4Ghz nhỏ gọn thuận cả 2 tay phù hợp PC Laptop PHUC DAI","","","79.000","Đã bán 400k+"
"https://shopee.vn/Tai-Nghe-Air-Pro-4-Bluetooth-Nh%C3%A9t-Tai-Kh%C3%B4ng-D%C3%A2y-TWS-Ch%E1%BB%91ng-Ti%E1%BA%BFng-%E1%BB%92n-C%C3%B3-Micro-Cho-M%E1%BB%8Di-D%C3%B2ng-M%C3%A1y-i.533249609.25076044242?extraParams=%7B%22display_model_id%22%3A89256351917%2C%22model_selection_logic%22%3A3%7D","https://down-vn.img.susercontent.com/file/vn-11134207-7r98o-luwygg3ba23659_tn.webp","https://down-vn.img.susercontent.com/file/vn-11134258-820l4-mjs4bplg1ouf81","-50%","Tai Nghe Air Pro 4 Bluetooth Nhét Tai Không Dây TWS Chống Tiếng Ồn Có Micro Cho Mọi Dòng Máy","","","99.000","Đã bán 119"
"https://shopee.vn/Tai-Nghe-C%C3%B3-M%C3%A0n-H%C3%ACnh-A9-Pro-Gi%E1%BA%A3m-Ti%E1%BA%BFng-%E1%BB%92n-M%C3%A0n-H%C3%ACnh-LCD-C%E1%BA%A3m-%E1%BB%A8ng-Micro-Bass-Hay-B%E1%BA%A3o-H%C3%A0nh-12-Th%C3%A1ng-i.541299194.19995592504?extraParams=%7B%22display_model_id%22%3A380283315645%2C%22model_selection_logic%22%3A3%7D","https://down-vn.img.susercontent.com/file/vn-11134207-820l4-mi4at8efgop444_tn.webp","https://down-vn.img.susercontent.com/file/vn-11134258-820l4-mjs4bplg1ouf81","-50%","Tai Nghe Có Màn Hình A9 Pro Giảm Tiếng Ồn Màn Hình LCD Cảm Ứng Micro Bass Hay Bảo Hành 12 Tháng","https://down-vn.img.susercontent.com/file/vn-11134258-7r98o-lyb3m8mjjmape6","","239.000","Đã bán 135"
"https://shopee.vn/Switch-thay-n%C3%B3ng-cho-b%C3%A0n-ph%C3%ADm-c%C6%A1-Aula-Leobog-Reaper-Shaft-D%E1%BA%A1ng-linear-5pin-L%E1%BB%B1c-nh%E1%BA%A5n-55-T%E1%BA%A3n-led-i.349404885.29762924664?extraParams=%7B%22display_model_id%22%3A275973613190%2C%22model_selection_logic%22%3A3%7D","https://down-vn.img.susercontent.com/file/vn-11134207-7ras8-m0vilw1ihz3h86_tn.webp","https://down-vn.img.susercontent.com/file/vn-11134258-820l4-mjs4bplg1ouf81","","Switch thay nóng cho bàn phím cơ Aula Leobog Reaper Shaft - Dạng linear 5pin - Lực nhấn 55 - Tản led","https://down-vn.img.susercontent.com/file/vn-11134258-7r98o-lyb3l2w2maml9a","","28.000","Đã bán 20k+"
"https://shopee.vn/Switch-MMD-Cream-V4-5-PIN-Linear-50g-c%C3%B4ng-t%E1%BA%AFc-b%C3%A0n-ph%C3%ADm-Switch-MMD-Cream-V4-DoDo-Gear-i.665488736.21186834620?extraParams=%7B%22display_model_id%22%3A240080521599%2C%22model_selection_logic%22%3A3%7D","https://down-vn.img.susercontent.com/file/vn-11134207-7ras8-mcu3xnrqf1cs8d_tn.webp","https://down-vn.img.susercontent.com/file/vn-11134258-820l4-mjs4bplg1ouf81","-28%","Switch MMD Cream V4 5 PIN Linear 50g công tắc bàn phím Switch MMD Cream V4 DoDo Gear","https://down-vn.img.susercontent.com/file/vn-11134258-7r98o-lyb3l2w2maml9a","","3.599","Đã bán 50k+"
"https://shopee.vn/B%E1%BB%99-k%C3%ADch-s%C3%B3ng-wifi-3-r%C3%A2u-Mercusys-MW300RE-chu%E1%BA%A9n-N-300Mbps-C%E1%BB%A5c-h%C3%BAt-wifi-kh%C3%B4ng-d%C3%A2y-c%E1%BB%B1c-m%E1%BA%A1nh-VDS-shop-i.79056336.1332835063?extraParams=%7B%22display_model_id%22%3A257151129356%2C%22model_selection_logic%22%3A3%7D","https://down-vn.img.susercontent.com/file/vn-11134207-7qukw-lf5gmtbqoajb06_tn.webp","https://down-vn.img.susercontent.com/file/vn-11134258-820l4-mjs4bplg1ouf81","-23%","Bộ kích sóng wifi 3 râu Mercusys MW300RE chuẩn N 300Mbps, Cục hút wifi không dây cực mạnh VDS shop","https://down-vn.img.susercontent.com/file/vn-11134258-7r98o-lyb3m8mjjmape6","","239.000","Đã bán 40k+"
"https://shopee.vn/Tai-nghe-bluetooth-X87-TWS-v5.1-kh%C3%B4ng-d%C3%A2y-bass-m%E1%BA%A1nh-n%C3%BAt-ch%E1%BA%A1m-c%E1%BA%A3m-%E1%BB%A9ng-%C3%A2m-thanh-HIFI-i.499959007.24423859306?extraParams=%7B%22display_model_id%22%3A223923188373%2C%22model_selection_logic%22%3A3%7D","https://down-vn.img.susercontent.com/file/vn-11134207-820l4-mf2bppdot62y2a_tn.webp","https://down-vn.img.susercontent.com/file/vn-11134258-820l4-mjs4bplg1ouf81","-32%","Tai nghe bluetooth X87 TWS v5.1 không dây bass mạnh nút chạm cảm ứng âm thanh HIFI","","","129.000","Đã bán 100k+"
"https://shopee.vn/D%E1%BB%8Bch-V%E1%BB%A5-In-3D-FDM-Gi%C3%A1-R%E1%BA%BB-Ch%E1%BA%A5t-L%C6%B0%E1%BB%A3ng-T%E1%BB%91t-i.1266105695.24282213757?extraParams=%7B%22display_model_id%22%3A232898619969%2C%22model_selection_logic%22%3A3%7D","https://down-vn.img.susercontent.com/file/vn-11134207-7r98o-lwhhf2hd1hwbcf_tn.webp","https://down-vn.img.susercontent.com/file/vn-11134258-820l4-mjs4bplg1ouf81","","Dịch Vụ In 3D FDM Giá Rẻ - Chất Lượng Tốt","","","10.000","Đã bán 40k+"
"https://shopee.vn/Tai-nghe-bluetooth-Pr%C6%A1-6-phi%C3%AAn-b%E1%BA%A3n-cao-c%E1%BA%A5p-m%E1%BB%9Bi-nh%E1%BA%A5t-tai-nghe-kh%C3%B4ng-d%C3%A2y-c%E1%BA%A3m-bi%E1%BA%BFn-%C4%91%E1%BB%8Bnh-v%E1%BB%8B-%C4%91%E1%BB%95i-t%C3%AAn-HOT-New-i.530639898.23335118522?extraParams=%7B%22display_model_id%22%3A175765723402%2C%22model_selection_logic%22%3A3%7D","https://down-vn.img.susercontent.com/file/vn-11134201-7qukw-levd2racupnbf1_tn.webp","https://down-vn.img.susercontent.com/file/vn-11134258-820l4-mjs4bplg1ouf81","","Tai nghe bluetooth Prơ 6 phiên bản cao cấp mới nhất,tai nghe không dây cảm biến định vị đổi tên HOT New","","Giảm 5k₫","129.000","Đã bán 50"
"https://shopee.vn/Tai-nghe-Bluetooth-Lenovo-TH30-Tai-nghe-kh%C3%B4ng-d%C3%A2y-Ch%C6%A1i-game-%C4%90%E1%BB%99-tr%E1%BB%85-th%E1%BA%A5p-%C3%82m-nh%E1%BA%A1c-Gi%E1%BA%A3m-ti%E1%BA%BFng-%E1%BB%93n-C%E1%BA%A3m-%E1%BB%A9ng-th%C3%B4ng-minh-c%C3%B3-Mic-BT5.4-i.768354594.18663961735?extraParams=%7B%22display_model_id%22%3A271884906679%2C%22model_selection_logic%22%3A3%7D","https://down-vn.img.susercontent.com/file/cn-11134207-7ras8-m8ivzu1m5hpu0e_tn.webp","https://down-vn.img.susercontent.com/file/vn-11134258-820l4-mjs4bplg1ouf81","-48%","Tai nghe Bluetooth Lenovo TH30 Tai nghe không dây Chơi game Độ trễ thấp Âm nhạc Giảm tiếng ồn Cảm ứng thông minh có Mic BT5.4","https://down-vn.img.susercontent.com/file/vn-11134258-7r98o-lyb3kdam2qw17d","15% Giảm","259.000","Đã bán 30k+"
"https://shopee.vn/Switch-MMD-Lavender-Purple-5-PIN-Tactile-55g-c%C3%B4ng-t%E1%BA%AFc-b%C3%A0n-ph%C3%ADm-Switch-MMD-Lavender-Purple-DoDo-Gear-i.665488736.27902355834?extraParams=%7B%22display_model_id%22%3A255991786599%2C%22model_selection_logic%22%3A3%7D","https://down-vn.img.susercontent.com/file/vn-11134207-7r98o-lwd8mf1tvvmhe4_tn.webp","https://down-vn.img.susercontent.com/file/vn-11134258-820l4-mjs4bplg1ouf81","-18%","Switch MMD Lavender Purple 5 PIN Tactile 55g công tắc bàn phím Switch MMD Lavender Purple DoDo Gear","https://down-vn.img.susercontent.com/file/vn-11134258-7r98o-lyb3l2w2maml9a","","3.698","Đã bán 20k+"
"https://shopee.vn/(S%E1%BB%91-l%C6%B0%E1%BB%A3ng-l%C3%A0-s%E1%BB%91-m%C3%A9t)-D%C3%82Y-M%E1%BA%A0NG-NGO%C3%80I-TR%E1%BB%9CI-B%E1%BA%A4M-S%E1%BA%B4N-l%C3%B5i-%C4%91%E1%BB%93ng-nguy%C3%AAn-ch%E1%BA%A5t-0.5mm-c%C3%B3-th%C3%A9p-ch%E1%BB%8Bu-l%E1%BB%B1c-i.107305051.5862890241?extraParams=%7B%22display_model_id%22%3A22641760913%2C%22model_selection_logic%22%3A3%7D","https://down-vn.img.susercontent.com/file/37765666a2fd04e8edfc091e037f4378_tn.webp","","","(Số lượng là số mét) DÂY MẠNG NGOÀI TRỜI BẤM SẴN lõi đồng nguyên chất 0.5mm, có thép chịu lực","","","4.500","Đã bán 100k+"
"https://shopee.vn/Gateron-Milky-Yellow-Pro-Switch-Milky-Yellow-Pro-Linear-50G-5-PIN-Switch-d%C3%B9ng-cho-b%C3%A0n-ph%C3%ADm-c%C6%A1-i.1058143622.18292312534?extraParams=%7B%22display_model_id%22%3A235636609870%2C%22model_selection_logic%22%3A3%7D","https://down-vn.img.susercontent.com/file/vn-11134207-7r98o-lqlqywkb2hn68a_tn.webp","https://down-vn.img.susercontent.com/file/vn-11134258-820l4-mjs4bplg1ouf81","","Gateron Milky Yellow Pro | Switch Milky Yellow Pro Linear | 50G|  5 PIN Switch dùng cho bàn phím cơ","https://down-vn.img.susercontent.com/file/vn-11134258-7r98o-lyb3m8mjjmape6","","3.999","Đã bán 40k+"
"https://shopee.vn/Ngu%E1%BB%93n-12V-3A-5A-Adapter-12V-ch%C3%A2n-to-Ngu%E1%BB%93n-12v-v%E1%BB%8F-nh%E1%BB%B1a-c%C3%A1c-lo%E1%BA%A1i-H%C3%A0ng-m%E1%BB%9Bi-i.399307149.9822821556?extraParams=%7B%22display_model_id%22%3A24619806742%2C%22model_selection_logic%22%3A3%7D","https://down-vn.img.susercontent.com/file/vn-11134207-7r98o-ls6j8gj9zcuc0c_tn.webp","https://down-vn.img.susercontent.com/file/vn-11134258-820l4-mjs43i801g5c06","-2%","Nguồn 12V 3A 5A - Adapter 12V chân to - Nguồn 12v vỏ nhựa các loại - Hàng mới","https://down-vn.img.susercontent.com/file/vn-11134258-7r98o-lyb3m8mjjmape6","","39.200","Đã bán 20k+"
"https://shopee.vn/Switch-Outemu-Peach-v3-Silent-5pin-c%C3%B3-t%E1%BA%A3n-led-thay-th%E1%BA%BF-cho-b%C3%A0n-ph%C3%ADm-c%C6%A1-C%C3%93-VOUCHER-VIDEO-i.121298235.25182496329?extraParams=%7B%22display_model_id%22%3A148676959581%2C%22model_selection_logic%22%3A3%7D","https://down-vn.img.susercontent.com/file/vn-11134207-7r98o-lwrl35sdp1w930_tn.webp","https://down-vn.img.susercontent.com/file/vn-11134258-820l4-mjs4bplg1ouf81","-29%","Switch Outemu Peach v3 Silent 5pin có tản led thay thế cho bàn phím cơ - CÓ VOUCHER VIDEO","https://down-vn.img.susercontent.com/file/vn-11134258-7r98o-lyb3l2w2maml9a","","3.527","Đã bán 50k+"
"https://shopee.vn/Tai-Nghe-Bluetooth-X15-TWS-5.0-C%C3%B3-Micro-Kh%C3%B4ng-D%C3%A2y-Nghe-G%E1%BB%8Di-C%E1%BA%A3m-%E1%BB%A8ng-%C4%90i%E1%BB%81u-Khi%E1%BB%83n-V%C3%A2n-Tay-%C3%82m-Thanh-HIFI-Ch%E1%BB%91ng-N%C6%B0%E1%BB%9Bc-i.530639898.22443812442?extraParams=%7B%22display_model_id%22%3A184327396580%2C%22model_selection_logic%22%3A3%7D","https://down-vn.img.susercontent.com/file/vn-11134207-7qukw-lhd331j2qcqbcc_tn.webp","https://down-vn.img.susercontent.com/file/vn-11134258-820l4-mjs4bplg1ouf81","-14%","Tai Nghe Bluetooth X15 TWS 5.0 Có Micro Không Dây Nghe Gọi Cảm Ứng Điều Khiển Vân Tay Âm Thanh HIFI Chống Nước","","Giảm 5k₫","139.000","Đã bán 41"
"https://shopee.vn/B%C3%A0n-Ph%C3%ADm-Bluetooth-Mini-Kh%C3%B4ng-D%C3%A2y-Bluetooth-5.0-k%C3%A8m-theo-chu%E1%BB%99t-B%E1%BB%99-s%E1%BA%A3n-ph%E1%BA%A9m-Cho-%C4%90i%E1%BB%87n-Tho%E1%BA%A1i-Ipad-M%C3%A1y-T%C3%ADnh-Laptop-i.792250698.20011286067?extraParams=%7B%22display_model_id%22%3A69405459979%2C%22model_selection_logic%22%3A3%7D","https://down-vn.img.susercontent.com/file/90473cb9dca19ee578d28a6acfa52762_tn.webp","https://down-vn.img.susercontent.com/file/vn-11134258-820l4-mjs4bplg1ouf81","-37%","Bàn Phím Bluetooth Mini Không Dây Bluetooth 5.0 kèm theo chuột Bộ sản phẩm Cho Điện Thoại Ipad Máy Tính Laptop","","Giảm 3k₫","69.000","Đã bán 30k+"
"https://shopee.vn/Loa-Bluetooth-Mini-Kh%C3%B4ng-D%C3%A2y-Thi%E1%BA%BFt-K%E1%BA%BF-Nh%E1%BB%8F-G%E1%BB%8Dn-Sang-Tr%E1%BB%8Dng-Nghe-Nh%E1%BA%A1c-Hay-C%C3%B3-M%C3%B3c-Treo-Gi%C3%A1-R%E1%BA%BB-OLIVO-i.664574434.29756715509?extraParams=%7B%22display_model_id%22%3A243163941673%2C%22model_selection_logic%22%3A3%7D","https://down-vn.img.susercontent.com/file/vn-11134207-820l4-mfd0980djrprb9_tn.webp","https://down-vn.img.susercontent.com/file/vn-11134258-820l4-mjs4bplg1ouf81","-43%","Loa Bluetooth Mini Không Dây Thiết Kế Nhỏ Gọn Sang Trọng Nghe Nhạc Hay Có Móc Treo Giá Rẻ OLIVO","","","115.000","Đã bán 400k+"
"https://shopee.vn/Chu%E1%BB%99t-Kh%C3%B4ng-D%C3%A2y-Logitech-M220-Silent-Gia%CC%89m-Ti%E1%BA%BFng-%C4%90%E1%BB%99ng-USB-Th%C3%ADch-H%E1%BB%A3p-PC-Laptop-B%E1%BA%A3o-H%C3%A0nh-12-Th%C3%A1ng-i.1055056611.24389649895?extraParams=%7B%22display_model_id%22%3A228220287812%2C%22model_selection_logic%22%3A3%7D","https://down-vn.img.susercontent.com/file/vn-11134207-820l4-mjnjl56kjqbq8c_tn.webp","","-20%","Chuột Không Dây Logitech M220 Silent, Giảm Tiếng Động, USB, Thích Hợp PC/Laptop ,Bảo Hành 12 Tháng","","","159.000","Đã bán 20k+"
"https://shopee.vn/Tai-Nghe-Bluetooth-Kh%C3%B4ng-D%C3%A2y-Prami-%C4%90a-N%C4%83ng-C%C3%B3-%C4%90%C3%A8n-LED-Th%C3%ADch-H%E1%BB%A3p-V%E1%BB%9Bi-M%E1%BB%8Di-M%E1%BA%ABu-M%C3%A3-Hot-NEW-i.91052684.20485464797?extraParams=%7B%22display_model_id%22%3A218071632265%2C%22model_selection_logic%22%3A3%7D","https://down-vn.img.susercontent.com/file/vn-11134207-7r98o-lplpru8miuun4e_tn.webp","https://down-vn.img.susercontent.com/file/vn-11134258-820l4-mjs4bplg1ouf81","-50%","Tai Nghe Bluetooth Không Dây Prami Đa Năng Có Đèn LED Thích Hợp Với Mọi Mẫu Mã Hot NEW","https://down-vn.img.susercontent.com/file/vn-11134258-7r98o-lyb3kdam2qw17d","","125.000","Đã bán 80k+"
