"contents href","inset-y-0 src","w-full src","absolute","line-clamp-2","mr-0 src","font-medium","truncate 2","p-px src","km:text-[0","truncate 3"
"https://shopee.vn/M%C3%A1y-Massage-C%E1%BA%A7m-Tay-HGHOME-%C4%90%E1%BA%A5m-L%C6%B0ng-M%C3%A1t-Xa-Tr%E1%BB%8B-Li%E1%BB%87u-C%E1%BB%95-Vai-G%C3%A1y-4-%C4%90%E1%BA%A7u-M%C3%A1y-K%C3%A8m-6-Ch%E1%BA%BF-%C4%90%E1%BB%99-Ph%C3%B9-H%E1%BB%A3p-i.1402604229.24688781589?extraParams=%7B%22display_model_id%22%3A215639868591%2C%22model_selection_logic%22%3A3%7D","https://down-vn.img.susercontent.com/file/vn-11134207-7ras8-m39283yi57vlb7_tn.webp","https://down-vn.img.susercontent.com/file/vn-11134258-820l4-mjs4bplg1ouf81","-40%","Máy Massage Cầm Tay HGHOME Đấm Lưng Mát Xa Trị Liệu Cổ Vai Gáy 4 Đầu Máy Kèm 6 Chế Độ Phù Hợp","https://down-vn.img.susercontent.com/file/vn-11134258-7r98o-lyb3m8mjjmape6","30.000","Đã bán 100k+","","","Giảm 10k₫"
"https://shopee.vn/Gel-b%C3%B4i-tr%C6%A1n-quan-h%E1%BB%87-Feelex-Lubricant-%E1%BA%A5m-l%E1%BA%A1nh-si%C3%AAu-tr%C6%A1n-nhi%E1%BB%81u-m%C3%B9i-h%C6%B0%C6%A1ng-L%E1%BB%8D-50-250ml-i.345248715.11350223102?extraParams=%7B%22display_model_id%22%3A37327299731%2C%22model_selection_logic%22%3A3%7D","https://down-vn.img.susercontent.com/file/vn-11134207-820l4-mhflmxktiuj2b5_tn.webp","https://down-vn.img.susercontent.com/file/vn-11134258-820l4-mjs4bplg1ouf81","-14%","Gel bôi trơn quan hệ Feelex Lubricant ấm, lạnh, siêu trơn nhiều mùi hương - Lọ 50/250ml","https://down-vn.img.susercontent.com/file/vn-11134258-7r98o-lyb3kdam2qw17d","129.000","Đã bán 100k+","https://down-vn.img.susercontent.com/file/vn-11134258-7ras8-m0h2cd40nde732_tn.webp","Đã bán 6","Giảm 15k₫"
"https://shopee.vn/K%C3%ADnh-%C3%A1p-tr%C3%B2ng-Kilala-m%C3%A0u-n%C3%A2u-Chestnut-Milk-Brown-Whiskey-Brown-lens-c%E1%BA%ADn-6-th%C3%A1ng-DIA-14.2mm-c%C3%B3-%C4%91%E1%BB%99-(0-8)-1-c%E1%BA%B7p-i.937134165.21777133008?extraParams=%7B%22display_model_id%22%3A165763962289%2C%22model_selection_logic%22%3A3%7D","https://down-vn.img.susercontent.com/file/cn-11134207-820l4-mjruok22pmgy10_tn.webp","https://down-vn.img.susercontent.com/file/vn-11134258-820l4-mjs4bplg1ouf81","-42%","Kính áp tròng Kilala màu nâu Chestnut Milk Brown/Whiskey Brown lens cận 6 tháng DIA 14.2mm có độ (0-8) 1 cặp","https://down-vn.img.susercontent.com/file/vn-11134258-7r98o-lyb3kdam2qw17d","192.299","Đã bán 60k+","","","Giảm 50k₫"
"https://shopee.vn/Kh%E1%BA%A9u-trang-4D-KF94-Yoki-4-L%E1%BB%9Bp-H%C3%A0ng-Ch%C3%ADnh-H%C3%A3ng-C%C3%B4ng-Ty-i.17713786.4184315196?extraParams=%7B%22display_model_id%22%3A380375513815%2C%22model_selection_logic%22%3A3%7D","https://down-vn.img.susercontent.com/file/vn-11134207-7qukw-lgnf90cqui2b1a_tn.webp","https://down-vn.img.susercontent.com/file/vn-11134258-820l4-mjs4bplg1ouf81","-34%","Khẩu trang 4D KF94 Yoki 4 Lớp Hàng Chính Hãng Công Ty","https://down-vn.img.susercontent.com/file/vn-11134258-7r98o-lyb3l2w2maml9a","39.900","Đã bán 100k+","","","5% Giảm"
"https://shopee.vn/%C4%90ai-l%C6%B0ng-t%E1%BB%B1-l%C3%A0m-n%C3%B3ng-gi%E1%BA%A3m-%C4%91au-l%C6%B0ng-h%E1%BB%97-tr%E1%BB%A3-tho%C3%A1t-v%E1%BB%8B-%C4%91%C4%A9a-%C4%91%E1%BB%87m-tho%C3%A1i-h%C3%B3a-c%E1%BB%99t-s%E1%BB%91ng-ch%C3%ADnh-h%C3%A3ng-Yijia-Kang-i.789658369.23788723329?extraParams=%7B%22display_model_id%22%3A235923314452%2C%22model_selection_logic%22%3A3%7D","https://down-vn.img.susercontent.com/file/vn-11134207-7r98o-lpiwttom58hba5_tn.webp","https://down-vn.img.susercontent.com/file/vn-11134258-820l4-mjs4bplg1ouf81","-38%","Đai lưng tự làm nóng giảm đau lưng hỗ trợ thoát vị đĩa đệm, thoái hóa cột sống chính hãng Yijia Kang","https://down-vn.img.susercontent.com/file/vn-11134258-7r98o-lyb3kdam2qw17d","179.000","Đã bán 70k+","","",""
"https://shopee.vn/Mi%E1%BA%BFng-D%C3%A1n-Ng%E1%BA%A3i-C%E1%BB%A9u-Gi%E1%BA%A3m-%C4%90au-X%C6%B0%C6%A1ng-Kh%E1%BB%9Bp-Cao-D%C3%A1n-L%C3%A0m-N%C3%B3ng-H%E1%BB%97-Tr%E1%BB%A3-Xoa-B%C3%B3p-Nh%E1%BB%A9c-M%E1%BB%8Fi-Nhanh-Ch%C3%B3ng-i.1297309881.24883039968?extraParams=%7B%22display_model_id%22%3A415321644567%2C%22model_selection_logic%22%3A3%7D","https://down-vn.img.susercontent.com/file/vn-11134207-820l4-mig61v937air09_tn.webp","https://down-vn.img.susercontent.com/file/vn-11134258-820l4-mjs4bplg1ouf81","-90%","Miếng Dán Ngải Cứu Giảm Đau Xương Khớp - Cao Dán Làm Nóng Hỗ Trợ Xoa Bóp Nhức Mỏi Nhanh Chóng","","6.990","Đã bán 100k+","https://down-vn.img.susercontent.com/file/vn-11134258-7ras8-m0h2cd40nde732_tn.webp","Đang bán chạy","39% Giảm"
"https://shopee.vn/Th%E1%BA%A3m-Ng%E1%BA%A3i-C%E1%BB%A9u-%C4%90%C3%B4ng-Y-Th%E1%BB%8Bnh-An-Cao-C%E1%BA%A5p-Ch%C3%ADnh-H%C3%A3ng-%E2%80%93-K%C3%A8m-G%E1%BB%91i-Ng%E1%BA%A3i-C%E1%BB%A9u-Th%E1%BA%A3i-%C4%90i%E1%BB%87n-%C4%90%E1%BB%87m-S%C6%B0%E1%BB%9Fi-Gi%E1%BB%AF-%E1%BA%A4m-i.1346059386.28410373620?extraParams=%7B%22display_model_id%22%3A261582504683%2C%22model_selection_logic%22%3A3%7D","https://down-vn.img.susercontent.com/file/vn-11134207-820l4-mfz5f57o7j0o43_tn.webp","https://down-vn.img.susercontent.com/file/vn-11134258-820l4-mjs4bplg1ouf81","-56%","Thảm Ngải Cứu Đông Y Thịnh An Cao Cấp Chính Hãng – Kèm Gối Ngải Cứu, Thải Điện, Đệm Sưởi Giữ Ấm","","219.000","Đã bán 200k+","https://down-vn.img.susercontent.com/file/vn-11134258-7ras8-m0h2cd40nde732_tn.webp","Đang bán chạy",""
"https://shopee.vn/Vi%C3%AAn-tinh-ngh%E1%BB%87-m%E1%BA%ADt-ong-AnNut-300g-%C4%90a%CC%A3t-Ti%C3%AAu-Chu%C3%A2%CC%89n-ISO-22000-2018-Ngh%E1%BB%87-Vi%C3%AAn-M%E1%BA%ADt-Ong-100-Tha%CC%80nh-Ph%C3%A2%CC%80n-T%E1%BB%B1-Nhi%C3%AAn-i.731967934.24309224577?extraParams=%7B%22display_model_id%22%3A256220307275%2C%22model_selection_logic%22%3A3%7D","https://down-vn.img.susercontent.com/file/vn-11134207-7r98o-lsktyk2caffdd3_tn.webp","https://down-vn.img.susercontent.com/file/vn-11134258-820l4-mjs4bplg1ouf81","-24%","Viên tinh nghệ mật ong AnNut 300g, Đạt Tiêu Chuẩn ISO 22000:2018, Nghệ Viên Mật Ong 100% Thành Phần Tự Nhiên","","125.000","Đã bán 62","","",""
"https://shopee.vn/C%C3%A2n-%C4%90i%E1%BB%87n-T%E1%BB%AD-K%E1%BA%BFt-N%E1%BB%91i-Bluetooth-Ph%C3%A2n-T%C3%ADch-Ch%E1%BB%89-S%E1%BB%91-C%C6%A1-Th%E1%BB%83-Tr%E1%BB%8Dng-L%C6%B0%E1%BB%A3ng-T%E1%BB%91i-%C4%90a-180kg-i.541060388.24174156644?extraParams=%7B%22display_model_id%22%3A246243381641%2C%22model_selection_logic%22%3A3%7D","https://down-vn.img.susercontent.com/file/vn-11134207-820l4-micvo9v8dgck29_tn.webp","https://down-vn.img.susercontent.com/file/vn-11134258-820l4-mjs4bplg1ouf81","-40%","Cân Điện Tử Kết Nối Bluetooth Phân Tích Chỉ Số Cơ Thể, Trọng Lượng Tối Đa 180kg","https://down-vn.img.susercontent.com/file/vn-11134258-7r98o-lyb3m8mjjmape6","95.000","Đã bán 9k+","","","Giảm 8k₫"
"https://shopee.vn/Kh%E1%BA%A9u-Trang-3D-Mask-Masuji-Ch%C3%ADnh-H%C3%A3ng(-h%E1%BB%99p-50c)-i.22801046.3049081761?extraParams=%7B%22display_model_id%22%3A25892146088%2C%22model_selection_logic%22%3A3%7D","https://down-vn.img.susercontent.com/file/68e0d369980c2d86bc1d54abe41c0084_tn.webp","https://down-vn.img.susercontent.com/file/vn-11134258-820l4-mjs40liesmpza4","-30%","Khẩu Trang 3D Mask Masuji Chính Hãng( hộp 50c)","","28.000","Đã bán 100k+","","",""
"https://shopee.vn/Lens-1-ng%C3%A0y-c%E1%BA%ADn-trong-su%E1%BB%91t-k%C3%ADnh-%C3%A1p-tr%C3%B2ng-VIVIMOON-Vivimedi-1-Day-(Gi%C3%A1-01-chi%E1%BA%BFc-01-b%C3%AAn-m%E1%BA%AFt-x2-%C4%91%E1%BB%83-%C4%91%E1%BA%B7t-1-%C4%91%C3%B4i)-i.46727595.11405273225?extraParams=%7B%22display_model_id%22%3A210462097342%2C%22model_selection_logic%22%3A3%7D","https://down-vn.img.susercontent.com/file/vn-11134207-820l4-mjtrf5juns3pb4_tn.webp","https://down-vn.img.susercontent.com/file/vn-11134258-820l4-mjs43i801g5c06","-25%","Lens 1 ngày cận trong suốt kính áp tròng VIVIMOON Vivimedi 1 Day (Giá 01 chiếc, 01 bên mắt,  x2 để đặt 1 đôi)","https://down-vn.img.susercontent.com/file/vn-11134258-7r98o-lyb3kdam2qw17d","22.500","Đã bán 300k+","","",""
"https://shopee.vn/C%C3%A2n-%C4%90i%E1%BB%87n-T%E1%BB%AD-%C4%91o-l%C6%B0%E1%BB%9Dng-ch%E1%BB%89-s%E1%BB%91-c%C6%A1-th%E1%BB%83-MaxSpect-Ch%C3%ADnh-H%C3%A3ng-MSHC01.-i.1077510867.24814894964?extraParams=%7B%22display_model_id%22%3A198183873860%2C%22model_selection_logic%22%3A3%7D","https://down-vn.img.susercontent.com/file/vn-11134207-7r98o-ls2wtfm9pdc422_tn.webp","https://down-vn.img.susercontent.com/file/vn-11134258-820l4-mjs4bplg1ouf81","-48%","Cân Điện Tử đo lường chỉ số cơ thể MaxSpect  Chính Hãng  MSHC01.","https://down-vn.img.susercontent.com/file/vn-11134258-7r98o-lyb3kdam2qw17d","120.000","Đã bán 5k+","","",""
"https://shopee.vn/-MUA-10-T%E1%BA%B6NG-1-%C4%90%E1%BA%A7u-kim-ti%C3%AAm-meso-27G-30G-31G-32G-33G-34G-%C4%91%E1%BB%A7-size-4mm-6mm-8mm-13mm-H%C3%A0n-Qu%E1%BB%91c-ti%C3%AAm-prp-c%C3%A1-h%E1%BB%93i-c%C4%83ng-b%C3%B3ng-i.34003081.3170469290?extraParams=%7B%22display_model_id%22%3A183170522449%2C%22model_selection_logic%22%3A3%7D","https://down-vn.img.susercontent.com/file/vn-11134207-7r98o-lzrufab07ubxb9_tn.webp","","-29%","[MUA 10 TẶNG 1] Đầu kim tiêm meso 27G 30G 31G 32G 33G 34G đủ size 4mm 6mm 8mm 13mm Hàn Quốc tiêm prp cá hồi căng bóng","https://down-vn.img.susercontent.com/file/vn-11134258-7r98o-lyb3m8mjjmape6","5.000","Đã bán 100k+","","",""
"https://shopee.vn/50-M%E1%BA%ABu-K%C3%ADnh-%C3%81p-Tr%C3%B2ng-(Lens-M%E1%BA%AFt-)-Ch%C3%ADnh-H%C3%A3ng-M%E1%BA%ABu-Tuy%E1%BB%83n-Ch%E1%BB%8Dn-D%C3%B9ng-1-N%C4%83m-(-kh%C3%B4ng-k%C3%A8m-khay)-i.16740057.2128018655?extraParams=%7B%22display_model_id%22%3A39926774262%2C%22model_selection_logic%22%3A3%7D","https://down-vn.img.susercontent.com/file/e3af62df3aa69489f52474ce972e0b7c_tn.webp","https://down-vn.img.susercontent.com/file/vn-11134258-820l4-mjs4bplg1ouf81","","50 Mẫu Kính Áp Tròng (Lens Mắt ) Chính Hãng Mẫu Tuyển Chọn Dùng 1 Năm  ( không kèm khay)","","47.985","Đã bán 70k+","","",""
"https://shopee.vn/-TH%E1%BA%BA-TR%C3%9ANG-TH%C6%AF%E1%BB%9ENG-%E1%BA%A4m-%C4%90un-Si%C3%AAu-T%E1%BB%91c-2.5L-B%C3%ACnh-%C4%90un-N%C6%B0%E1%BB%9Bc-Si%C3%AAu-T%E1%BB%91c-Dung-T%C3%ADch-L%E1%BB%9Bn-Cho-Gia-%C4%90%C3%ACnh-1500W-i.1338035770.26408960095?extraParams=%7B%22display_model_id%22%3A340472817028%2C%22model_selection_logic%22%3A3%7D","https://down-vn.img.susercontent.com/file/vn-11134207-820l4-mjzfh6ep2epx04_tn.webp","https://down-vn.img.susercontent.com/file/vn-11134258-820l4-mjs4bplg1ouf81","-33%","[THẺ TRÚNG THƯỞNG] Ấm Đun Siêu Tốc 2.5L, Bình Đun Nước Siêu Tốc Dung Tích Lớn Cho Gia Đình 1500W","https://down-vn.img.susercontent.com/file/vn-11134258-7r98o-lyb3kdam2qw17d","135.000","Đã bán 100k+","https://down-vn.img.susercontent.com/file/vn-11134258-7ras8-m0h2cd40nde732_tn.webp","Đang bán chạy",""
"https://shopee.vn/Bao-cao-su-Feelex-si%C3%AAu-m%E1%BB%8Fng-nhi%E1%BB%81u-gel-b%C3%B4i-tr%C6%A1n-h%C6%B0%C6%A1ng-th%C6%A1m-g%C3%A2n-gai-k%C3%A9o-d%C3%A0i-th%E1%BB%9Di-gian-quan-h%E1%BB%87-i.763275998.17770716789?extraParams=%7B%22display_model_id%22%3A117925539241%2C%22model_selection_logic%22%3A3%7D","https://down-vn.img.susercontent.com/file/vn-11134207-820l4-mitytsla4kqw21_tn.webp","https://down-vn.img.susercontent.com/file/vn-11134258-820l4-mjs4bplg1ouf81","-5%","Bao cao su Feelex siêu mỏng, nhiều gel bôi trơn, hương thơm gân gai, kéo dài thời gian quan hệ","https://down-vn.img.susercontent.com/file/vn-11134258-7r98o-lyb3kdam2qw17d","56.000","Đã bán 100k+","","","30% Giảm"
"https://shopee.vn/Combo-G%E1%BB%91i-v%C3%A0-Th%E1%BA%A3m-Ng%E1%BA%A3i-C%E1%BB%A9u-%C4%90%C3%B4ng-Y-Th%E1%BB%8Bnh-An-Cao-C%E1%BA%A5p-%E2%80%93-%C4%90%E1%BB%87m-S%C6%B0%E1%BB%9Fi-Ng%E1%BA%A3i-C%E1%BB%A9u-%C4%90%C3%B4ng-Y-Th%E1%BA%A3i-%C4%90i%E1%BB%87n-B%E1%BA%A3o-V%E1%BB%87-S%E1%BB%A9c-Kh%E1%BB%8Fe-Ng%C6%B0%E1%BB%9Di-D%C3%B9ng.-i.716959454.29555260755?extraParams=%7B%22display_model_id%22%3A281831388062%2C%22model_selection_logic%22%3A3%7D","https://down-vn.img.susercontent.com/file/vn-11134207-820l4-mhk02i507b429f_tn.webp","https://down-vn.img.susercontent.com/file/vn-11134258-820l4-mjs4bplg1ouf81","-31%","Combo Gối và Thảm Ngải Cứu Đông Y Thịnh An Cao Cấp – Đệm Sưởi Ngải Cứu Đông Y Thải Điện, Bảo Vệ Sức Khỏe Người Dùng.","","175.000","Đã bán 400k+","","",""
"https://shopee.vn/C%C3%A2n-%C4%90i%E1%BB%87n-T%E1%BB%AD-Th%C3%B4ng-Minh-SEKA-K%E1%BA%BFt-N%E1%BB%91i-%C4%90i%E1%BB%87n-Tho%E1%BA%A1i-%C4%90o-Ch%E1%BB%89-S%E1%BB%91-S%E1%BB%A9c-Kh%E1%BB%8Fe-Ki%E1%BB%83m-So%C3%A1t-%C4%82n-U%E1%BB%91ng-Ho%E1%BA%A1t-%C4%90%E1%BB%99ng-Th%E1%BB%83-Thao-i.720367585.18885137413?extraParams=%7B%22display_model_id%22%3A245490224556%2C%22model_selection_logic%22%3A3%7D","https://down-vn.img.susercontent.com/file/vn-11134207-7r98o-loutrfmhg6x7fc_tn.webp","https://down-vn.img.susercontent.com/file/vn-11134258-820l4-mjs4bplg1ouf81","","Cân Điện Tử Thông Minh SEKA  Kết Nối Điện Thoại Đo Chỉ Số Sức Khỏe Kiểm Soát Ăn Uống, Hoạt Động Thể Thao","","148.000","Đã bán 970","","",""
"https://shopee.vn/C%C3%A2n-%C4%91i%E1%BB%87n-t%E1%BB%AD-s%E1%BB%A9c-kh%E1%BB%8Fe-KAW-ph%C3%A2n-t%C3%ADch-12-ch%E1%BB%89-s%E1%BB%91-K%E1%BA%BFt-n%E1%BB%91i-Bluetooth-M%E1%BA%B7t-k%C3%ADnh-c%C6%B0%E1%BB%9Dng-l%E1%BB%B1c-M%C3%A0n-h%C3%ACnh-LED-i.541691070.23961697999?extraParams=%7B%22display_model_id%22%3A214787928008%2C%22model_selection_logic%22%3A3%7D","https://down-vn.img.susercontent.com/file/vn-11134207-820l4-mez5waij5gy75c_tn.webp","https://down-vn.img.susercontent.com/file/vn-11134258-820l4-mjs4bplg1ouf81","-32%","Cân điện tử sức khỏe KAW phân tích 12 chỉ số Kết nối Bluetooth, Mặt kính cường lực Màn hình LED","","229.000","Đã bán 4k+","","","Giảm 5k₫"
"https://shopee.vn/M%C3%A1y-M%C3%A1t-Xa-C%E1%BA%A7m-Tay-S%C3%BAng-Massage-To%C3%A0n-Th%C3%A2n-6-C%E1%BA%A5p-%C4%90%E1%BB%99-Chuy%C3%AAn-S%C3%A2u-Vai-G%C3%A1y-L%C6%B0ng-Gi%C3%A1m-%C4%90au-M%E1%BB%8Fi-Si%C3%AAu-H%E1%BA%A1t-R%E1%BA%BB-i.728073854.24754398793?extraParams=%7B%22display_model_id%22%3A147473891225%2C%22model_selection_logic%22%3A3%7D","https://down-vn.img.susercontent.com/file/vn-11134207-7r98o-lpkb3eta7qudaf_tn.webp","https://down-vn.img.susercontent.com/file/vn-11134258-820l4-mjs4bplg1ouf81","-34%","Máy Mát Xa Cầm Tay, Súng Massage Toàn Thân 6 Cấp Độ Chuyên Sâu Vai Gáy Lưng Giám Đau Mỏi Siêu Hạt Rẻ","","99.000","Đã bán 792","","",""
"https://shopee.vn/M%C3%A1y-Massage-C%E1%BA%A7m-Tay-Mini-S%C3%BAng-Massage-C%E1%BA%A7m-Tay-Mini-To%C3%A0n-Th%C3%A2n-6-C%E1%BA%A5p-%C4%90%E1%BB%99-Chuy%C3%AAn-S%C3%A2u-%C4%90a-N%C4%83ng-DL2-New-i.716215366.24829869310?extraParams=%7B%22display_model_id%22%3A187499367652%2C%22model_selection_logic%22%3A3%7D","https://down-vn.img.susercontent.com/file/vn-11134207-7ra0g-m7n985ureshdbd_tn.webp","https://down-vn.img.susercontent.com/file/vn-11134258-820l4-mjs4bplg1ouf81","-19%","Máy Massage Cầm Tay Mini, Súng Massage Cầm Tay Mini Toàn Thân 6 Cấp Độ Chuyên Sâu Đa Năng - DL2 New","","153.000","Đã bán 70k+","https://down-vn.img.susercontent.com/file/vn-11134258-7ras8-m0h2cd40nde732_tn.webp","Đang bán chạy",""
"https://shopee.vn/Nhi%E1%BB%87t-k%E1%BA%BF-ph%C3%B2ng-%C4%91i%E1%BB%87n-t%E1%BB%AD-%E1%BA%A9m-k%E1%BA%BF-3-trong-1-%C4%91o-nhi%E1%BB%87t-%C4%91%E1%BB%99-v%C3%A0-%C4%91%E1%BB%99-%E1%BA%A9m-ph%C3%B2ng-ng%E1%BB%A7-cho-b%C3%A9-i.718612388.26209110319?extraParams=%7B%22display_model_id%22%3A320110814379%2C%22model_selection_logic%22%3A3%7D","https://down-vn.img.susercontent.com/file/vn-11134207-820l4-mjibkx3gdzb78b_tn.webp","https://down-vn.img.susercontent.com/file/vn-11134258-820l4-mjs4bplg1ouf81","-15%","Nhiệt kế phòng điện tử  ẩm kế 3 trong 1 đo nhiệt độ và độ ẩm phòng ngủ cho bé","https://down-vn.img.susercontent.com/file/vn-11134258-7r98o-lyb3m8mjjmape6","105.999","Đã bán 62","","","5% Giảm"
"https://shopee.vn/G%E1%BB%91i-Massage-H%E1%BB%93ng-Ngo%E1%BA%A1i-8-Bi-2-Chi%E1%BB%81u-Cao-C%E1%BA%A5p-M%C3%A1y-G%E1%BB%91i-M%C3%A1t-Xa-C%E1%BB%95-Vai-G%C3%A1y-Ch%C3%ADnh-H%C3%A3ng-C%C3%B4ng-Ngh%E1%BB%87-Nh%E1%BA%ADt-B%E1%BA%A3n-GMX4-i.530761916.22245392522?extraParams=%7B%22display_model_id%22%3A345142706964%2C%22model_selection_logic%22%3A3%7D","https://down-vn.img.susercontent.com/file/vn-11134207-7ra0g-m7swmdtqrssjf2_tn.webp","https://down-vn.img.susercontent.com/file/vn-11134258-820l4-mjs4bplg1ouf81","-38%","Gối Massage Hồng Ngoại 8 Bi 2 Chiều Cao Cấp - Máy, Gối Mát Xa Cổ Vai Gáy Chính Hãng Công Nghệ Nhật Bản - GMX4","https://down-vn.img.susercontent.com/file/vn-11134258-7r98o-lyb3m8mjjmape6","297.000","Đã bán 100k+","https://down-vn.img.susercontent.com/file/vn-11134258-7ras8-m0h2cd40nde732_tn.webp","Đang bán chạy",""
"https://shopee.vn/N%C6%B0%E1%BB%9Bc-Ng%C3%A2m-Nh%E1%BB%8F-M%E1%BA%AFt-Lens-H%C3%A0n-Qu%E1%BB%91c-LUXY-LENS-Ch%C3%ADnh-H%C3%A3ng-Ch%E1%BA%A5t-L%C6%B0%E1%BB%A3ng-S%E1%BB%91-1-H%C3%A0-N%E1%BB%99i-DATE-M%E1%BB%9AI-NH%E1%BA%A4T--i.26590913.1002382199?extraParams=%7B%22display_model_id%22%3A208175902019%2C%22model_selection_logic%22%3A3%7D","https://down-vn.img.susercontent.com/file/vn-11134207-7ras8-m55j5i0itz436e_tn.webp","https://down-vn.img.susercontent.com/file/vn-11134258-820l4-mjs43i801g5c06","-18%","Nước Ngâm & Nhỏ Mắt Lens Hàn Quốc LUXY LENS Chính Hãng - Chất Lượng Số 1 Hà Nội [ DATE MỚI NHẤT ]","","45.000","Đã bán 100k+","","",""
"https://shopee.vn/C%C3%A2n-%C4%90i%E1%BB%87n-T%E1%BB%AD-%C4%91o-l%C6%B0%E1%BB%9Dng-ch%E1%BB%89-s%E1%BB%91-c%C6%A1-th%E1%BB%83-MaxSpect-Health-Care-C%C3%A2n-S%E1%BB%A9c-Kh%E1%BB%8Fe-ph%C3%A2n-t%C3%ADch-c%C6%A1-th%E1%BB%83-MSHC1S-i.1077510867.24673147065?extraParams=%7B%22display_model_id%22%3A227327802379%2C%22model_selection_logic%22%3A3%7D","https://down-vn.img.susercontent.com/file/vn-11134207-7r98o-lu0m4l9hwmxded_tn.webp","https://down-vn.img.susercontent.com/file/vn-11134258-820l4-mjs4bplg1ouf81","-49%","Cân Điện Tử đo lường chỉ số cơ thể MaxSpect Health Care - Cân Sức Khỏe phân tích cơ thể MSHC1S","https://down-vn.img.susercontent.com/file/vn-11134258-7r98o-lyb3kdam2qw17d","117.600","Đã bán 30k+","","",""
"https://shopee.vn/Kh%E1%BA%A9u-Trang-Ch%E1%BB%91ng-Tia-UV-UNICARE-PROOF-MASK-B%E1%BA%A3o-V%E1%BB%87-Da-Kh%E1%BB%8Fi-Tia-UV-Phi%C3%AAn-B%E1%BA%A3n-Cao-C%E1%BA%A5p-Ch%C3%ADnh-H%C3%A3ng-UNI-MASK-i.641978217.25583664174?extraParams=%7B%22display_model_id%22%3A305424852629%2C%22model_selection_logic%22%3A3%7D","https://down-vn.img.susercontent.com/file/vn-11134207-7ras8-mb54mengjfepa3_tn.webp","https://down-vn.img.susercontent.com/file/vn-11134258-820l4-mjs4bplg1ouf81","-31%","Khẩu Trang Chống Tia UV UNICARE PROOF MASK, Bảo Vệ Da Khỏi Tia UV Phiên Bản Cao Cấp Chính Hãng UNI MASK","https://down-vn.img.susercontent.com/file/vn-11134258-7r98o-lyb3m8mjjmape6","54.900","Đã bán 100k+","https://down-vn.img.susercontent.com/file/vn-11134258-7ras8-m0h2cd40nde732_tn.webp","Đang bán chạy",""
"https://shopee.vn/B%E1%BB%99-Gi%C3%A1c-H%C6%A1i-24-%E1%BB%90ng-Kh%C3%B4ng-D%C3%B9ng-L%E1%BB%ADa-H%C3%BAt-Ch%C3%A2n-Kh%C3%B4ng-An-To%C3%A0n-Ti%E1%BB%87n-L%E1%BB%A3i-H%C3%A0ng-Ch%C3%ADnh-H%C3%A3ng-i.165886179.2995946226?extraParams=%7B%22display_model_id%22%3A252418721515%2C%22model_selection_logic%22%3A3%7D","https://down-vn.img.susercontent.com/file/vn-11134207-820l4-mk0hh8k5wrgiaa_tn.webp","https://down-vn.img.susercontent.com/file/vn-11134258-820l4-mjs4bplg1ouf81","-22%","Bộ Giác Hơi 24 Ống Không Dùng Lửa Hút Chân Không, An Toàn, Tiện Lợi Hàng Chính Hãng","https://down-vn.img.susercontent.com/file/vn-11134258-7r98o-lyb3m8mjjmape6","85.260","Đã bán 60k+","","","Giảm 5k₫"
"https://shopee.vn/Kem-B%C3%B4i-Tr%C4%A9-N%E1%BB%99i-Ngo%E1%BA%A1i-H%E1%BB%97n-H%E1%BB%A3p-CHA-REN-H%C3%A0ng-Xu%E1%BA%A5t-Kh%E1%BA%A9u-Ch%C3%A2u-%C3%82u-(EU)-Gi%C3%BAp-Co-Tr%C4%A9-Gi%E1%BA%A3m-%C4%90au-R%C3%A1t-H%E1%BA%ADu-M%C3%B4n-i.1484827920.28527908046?extraParams=%7B%22display_model_id%22%3A147781304085%2C%22model_selection_logic%22%3A3%7D","https://down-vn.img.susercontent.com/file/vn-11134207-7ra0g-m8ksa20j4v9ge7_tn.webp","","-36%","Kem Bôi Trĩ Nội Ngoại Hỗn Hợp CHA-REN Hàng Xuất Khẩu Châu Âu (EU) Giúp Co Trĩ Giảm Đau Rát Hậu Môn","","115.000","Đã bán 80k+","","",""
"https://shopee.vn/C%C3%A2n-%C4%90i%E1%BB%87n-T%E1%BB%AD-C%C3%A2n-t%C3%ACnh-tr%E1%BA%A1ng-s%E1%BB%A9c-kh%E1%BB%8Fe-ISCALE-PHONE-C%C3%A2n-ng%C6%B0%E1%BB%9Di-nh%C3%A0-t%E1%BA%A3i-tr%E1%BB%8Dng-cao-nh%E1%BA%A5t-150Kg-ti%E1%BB%87n-%C3%ADch-cho-ng%C6%B0%E1%BB%9Di-trong-gia-i.461477539.23026586802?extraParams=%7B%22display_model_id%22%3A233023350787%2C%22model_selection_logic%22%3A3%7D","https://down-vn.img.susercontent.com/file/vn-11134207-7r98o-lzfnwnzf80ul26_tn.webp","https://down-vn.img.susercontent.com/file/vn-11134258-820l4-mjs4bplg1ouf81","","Cân Điện Tử, Cân tình trạng sức khỏe ISCALE PHONE - Cân người nhà tải trọng cao nhất 150Kg tiện ích cho người trong gia","","155.000","Đã bán 354","","",""
